contract_number,s3_full_path,account_name,doc_type,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,parent_contract,solution_line,account_type,sharepoint_document_url,document_title,related_product,matched_client,matched_pattern,file_name
59584,s3://ml-legal-restricted/contract-docs/59584/BCBSTN - Cotiviti - Amendment 2 - JK - 02162021 - Dynamics 59584.pdf,Blue Cross Blue Shield of Tennessee,Addendum,Fully-Executed/Complete,Adjustment Reconciliation,Bryan Yost,Jeffrey Koslowski,2020-06-12 19:50:03,2020-07-07,57866,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59584/BCBSTN - Cotiviti - Amendment 2 - JK - 02162021 - Dynamics 59584.pdf,SECOND AMENDMENT TO SOW #1,Record Import/Clean Up,BCBSTN,\b(blue\s*cross\s*blue\s*shield\s*of\s*tennessee|bcbstn)\b,BCBSTN - Cotiviti - Amendment 2 - JK - 02162021 - Dynamics 59584.pdf
69517,s3://ml-legal-restricted/contract-docs/69517/BAA University of Texas Southwestern Medical Center - 07062020.pdf,University of Texas Southwestern Medical Center,BAA,Fully-Executed/Complete,UoT Southwestern Medical Center BAA 070620,Angelica Miranda,,2022-09-16 17:31:39,2020-07-06,51760,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/69517/BAA University of Texas Southwestern Medical Center - 07062020.pdf,Business Associate Agreement,Revenue Cycle Management,,,BAA University of Texas Southwestern Medical Center - 07062020.pdf
63499,s3://ml-legal-restricted/contract-docs/63499/40612_Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (10654).pdf,Aetna Life Insurance Company,SOW,Fully-Executed/Complete,Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (CI CID 10654),Dynamics SVC,Dynamics SVC,2021-11-29 19:50:25,2020-07-01,63460,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63499/40612_Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (10654).pdf,STATEMENT OF WORK Number 123 Medi-Cal Preventive Outreach Program,Eliza Standard,Aetna,\baetna\b,40612_Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (10654).pdf
59905,"s3://ml-legal-restricted/contract-docs/59905/Anthem, Inc (WellPoint, Inc.) - Cotiviti - Amendment no 21 - JK - 07012020 - Dynamics 59905.pdf","Anthem, Inc (WellPoint, Inc.)",Amendment,Fully-Executed/Complete,Amendment #21 - 2H'20 Volume Based Fees,Sam Barley,Jeffrey Koslowski,2020-07-28 19:25:45,2020-07-01,55955,Payment Accuracy,Client,"https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59905/Anthem, Inc (WellPoint, Inc.) - Cotiviti - Amendment no 21 - JK - 07012020 - Dynamics 59905.pdf",AMENDMENT #21 TO THE HEALTH CARE SERVICES AGREEMENT,Payment Policy Management,Anthem/Elevance,\b(anthem|elevance)\b,"Anthem, Inc (WellPoint, Inc.) - Cotiviti - Amendment no 21 - JK - 07012020 - Dynamics 59905.pdf"
59768,s3://ml-legal-restricted/contract-docs/59768/Welmark BCBS - Cotiviti - Amendment 11 - JK - 07072020 - Dynamics_59768.pdf,Wellmark Blue Cross and Blue Shield of Iowa,Amendment,Fully-Executed/Complete,Amendment #11 - MSA Renewal,Sam Barley,Jeffrey Koslowski,2020-07-08 15:56:10,2020-07-01,55565,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59768/Welmark BCBS - Cotiviti - Amendment 11 - JK - 07072020 - Dynamics_59768.pdf,ELEVENTH AMENDMENT TO SERVICES AGREEMENT,Payment Policy Management,Wellmark,\bwellmark\b,Welmark BCBS - Cotiviti - Amendment 11 - JK - 07072020 - Dynamics_59768.pdf
59559,s3://ml-legal-restricted/contract-docs/59559/Kaiser Permanente of Georgia - Cotiviti - Amendment - SC - 07012020 - Dynamics_59559.pdf,Kaiser Permanente of Georgia,Amendment,Fully-Executed/Complete,Amend 4 to MSA 1 (QI Renewal),Anne Clark,Saloni Choudhry,2020-06-09 20:07:22,2020-07-01,6927,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59559/Kaiser Permanente of Georgia - Cotiviti - Amendment - SC - 07012020 - Dynamics_59559.pdf,Amendment #4 To Master Services Agreement,Quality Intelligence,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser Permanente of Georgia - Cotiviti - Amendment - SC - 07012020 - Dynamics_59559.pdf
59400,s3://ml-legal-restricted/contract-docs/59400/UPMC Health Plan - Cotiviti - Amendment 1 - SC - 12212020 - Dynamics_59400.pdf,UPMC Health Plan,Amendment,Fully-Executed/Complete,"Amend 1 to SOW 1(new fee schedule,auth users,standard extract, storage)",shannon childs,Saloni Choudhry,2020-05-20 01:04:40,2020-07-01,56894,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59400/UPMC Health Plan - Cotiviti - Amendment 1 - SC - 12212020 - Dynamics_59400.pdf,Amendment #1 To Statement of Work #1 Quality Improvement,Quality Intelligence,UPMC,\bupmc\b,UPMC Health Plan - Cotiviti - Amendment 1 - SC - 12212020 - Dynamics_59400.pdf
58931,s3://ml-legal-restricted/contract-docs/58931/Aetna Life Insurance Company - Cotiviti - Amendment 03 - JK - 09252020 - Dynamics_58931.pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Amendment #3 to Schedule 12,Steven Taylor,Jeffrey Koslowski,2020-03-06 13:23:13,2020-07-01,55210,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58931/Aetna Life Insurance Company - Cotiviti - Amendment 03 - JK - 09252020 - Dynamics_58931.pdf,AMENDMENT NO. 003 (“Amendment”) TO SCHEDULE NO. 012 (“Schedule”) to the PROFESSIONAL SERVICES AGREEMENT (“PSA”),RCA,Aetna,\baetna\b,Aetna Life Insurance Company - Cotiviti - Amendment 03 - JK - 09252020 - Dynamics_58931.pdf
58378,s3://ml-legal-restricted/contract-docs/58378/Aetna-Cotiviti - Amendment 25 - JK - 6222020 - Dynamics_58378.pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Aetna Commercial Development for Logic Linking Issue,Lori Walsh,Jeffrey Koslowski,2019-12-17 18:59:27,2020-07-01,55235,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58378/Aetna-Cotiviti - Amendment 25 - JK - 6222020 - Dynamics_58378.pdf,AMENDMENT NO. 25 TO HEALTH CARE TECHNOLOGY SERVICES AGREEMENT,Payment Policy Management,Aetna,\baetna\b,Aetna-Cotiviti - Amendment 25 - JK - 6222020 - Dynamics_58378.pdf
51760,s3://ml-legal-restricted/contract-docs/51760/University of Texas Southwestern Medical Center - Cotiviti - MSA - JK - 07062020 - Dynamics_51760.pdf,University of Texas Southwestern Medical Center,MSA,Fully-Executed/Complete,UTSW MSA for RCM only,Matt Collins,Sarah Lowdon,2018-03-15 13:45:27,2020-07-01,,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/51760/University of Texas Southwestern Medical Center - Cotiviti - MSA - JK - 07062020 - Dynamics_51760.pdf,"Master Services Agreement for Supplemental Staffing Needs For Professional & Hospital Revenue Cycle Functions Between The University of Texas Southwestern Medical Center and Cotiviti, Inc.",Revenue Cycle Management,,,University of Texas Southwestern Medical Center - Cotiviti - MSA - JK - 07062020 - Dynamics_51760.pdf
67860,s3://ml-legal-restricted/contract-docs/67860/UPMC - Cotiviti - SOW - 07142020 - Dynamics_67860.pdf,UPMC Health Plan,SOW,Fully-Executed/Complete,UPMC SOW 063020,Angelica Miranda,,2022-03-17 19:00:05,2020-06-30,67374,Payment Integrity,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67860/UPMC - Cotiviti - SOW - 07142020 - Dynamics_67860.pdf,Health Plan Statement of Work,Clinical Claim Review,UPMC,\bupmc\b,UPMC - Cotiviti - SOW - 07142020 - Dynamics_67860.pdf
67553,s3://ml-legal-restricted/contract-docs/67553/UPMC BAA 063020.pdf,UPMC Health Plan,BAA,Fully-Executed/Complete,UPMC BAA,Angelica Miranda,,2022-02-16 20:53:32,2020-06-30,67374,Payment Integrity,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67553/UPMC BAA 063020.pdf,BUSINESS ASSOCIATE AGREEMENT,Record Import/Clean Up,UPMC,\bupmc\b,UPMC BAA 063020.pdf
64172,s3://ml-legal-restricted/contract-docs/64172/39872_SIGNED_AMERIGROUP Corporation - CO2 to SOW500 - 3917 - 6_29_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE-ANTHEM]-Medicaid-IA-CO2 to SOW500 063020 (CI CID 11684),Dynamics SVC,Dynamics SVC,2021-11-29 20:06:04,2020-06-30,66684,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64172/39872_SIGNED_AMERIGROUP Corporation - CO2 to SOW500 - 3917 - 6_29_2020.pdf,Change Order 2 to Statement of Work Number 500,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39872_SIGNED_AMERIGROUP Corporation - CO2 to SOW500 - 3917 - 6_29_2020.pdf
64169,s3://ml-legal-restricted/contract-docs/64169/39831_SIGNED_AMERIGROUP Corporation - CO3 to SOW497 - 3916 - 6_29_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE]- Medicaid- MD-CO 3 to ID Card Sticker Inbound Call (SOW 497),Dynamics SVC,Dynamics SVC,2021-11-29 20:06:01,2020-06-30,70321,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64169/39831_SIGNED_AMERIGROUP Corporation - CO3 to SOW497 - 3916 - 6_29_2020.pdf,Change Order 3 to Statement of Work Number 497,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39831_SIGNED_AMERIGROUP Corporation - CO3 to SOW497 - 3916 - 6_29_2020.pdf
59391,s3://ml-legal-restricted/contract-docs/59391/Anthem - Cotiviti - Amendment 2 - JK - 06302020 - Dynamics 59391.pdf,"Anthem, Inc (WellPoint, Inc.)",Amendment,Fully-Executed/Complete,"21 (mislabeled ""2"") AMD Anthem - ER EM",Steven Taylor,Jeffrey Koslowski,2020-05-19 13:24:36,2020-06-30,55955,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59391/Anthem - Cotiviti - Amendment 2 - JK - 06302020 - Dynamics 59391.pdf,AMENDMENT #2 TO THE HEALTH CARE SERVICES AGREEMENT,Payment Policy Management,Anthem/Elevance,\b(anthem|elevance)\b,Anthem - Cotiviti - Amendment 2 - JK - 06302020 - Dynamics 59391.pdf
59223,s3://ml-legal-restricted/contract-docs/59223/43333_Reg_Term.pdf,University of Texas Southwestern Medical Center,Termination,Fully-Executed/Complete,UTSW - RCM - Termination of 43333 Reg SOW,Matt Collins,Sarah Lowdon,2020-04-22 20:27:27,2020-06-30,13717,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59223/43333_Reg_Term.pdf,UT Southwestern Medical Center SOW #12 (Account #43333 Registration Updates),Record Import/Clean Up,,,43333_Reg_Term.pdf
64726,s3://ml-legal-restricted/contract-docs/64726/39761_Centene - Health Net Notification of Pregnancy SOW 33 062920.pdf,Centene Corporation,SOW,Fully-Executed/Complete,Centene - Health Net Notification of Pregnancy SOW 33 062920 (CI CID 11280),Dynamics SVC,Dynamics SVC,2021-11-29 20:17:52,2020-06-29,64680,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64726/39761_Centene - Health Net Notification of Pregnancy SOW 33 062920.pdf,STATEMENT OF WORK NUMBER 33 CENTENE – HEALTH NET PLAN NOTIFICATION OF PREGNANCY PROGRAM,Eliza Standard,Centene,\bcentene\b,39761_Centene - Health Net Notification of Pregnancy SOW 33 062920.pdf
64170,s3://ml-legal-restricted/contract-docs/64170/39763_Anthem - SOW745 - EB Anthem Extras Survey Program (eff 6-29-2020).pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,Anthem - SOW 745 - EB Anthem Extras Survey Program (eff 6-29-2020) (CI CID 11468),Dynamics SVC,Dynamics SVC,2021-11-29 20:06:02,2020-06-29,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64170/39763_Anthem - SOW745 - EB Anthem Extras Survey Program (eff 6-29-2020).pdf,STATEMENT OF WORK NUMBER 745 ANTHEM – E&B ANTHEM EXTRAS SURVEY PROGRAM,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39763_Anthem - SOW745 - EB Anthem Extras Survey Program (eff 6-29-2020).pdf
64168,s3://ml-legal-restricted/contract-docs/64168/39764_SIGNED_AMERIGROUP Corporation - CO2 to SOW501 - 3913 - 6_25_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,Anthem - CO2 to SOW501 062920 (CI CID 11660),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:59,2020-06-29,70323,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64168/39764_SIGNED_AMERIGROUP Corporation - CO2 to SOW501 - 3913 - 6_25_2020.pdf,Change Order 2 to Statement of Work Number 501,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39764_SIGNED_AMERIGROUP Corporation - CO2 to SOW501 - 3913 - 6_25_2020.pdf
64167,s3://ml-legal-restricted/contract-docs/64167/39668_SIGNED_AMERIGROUP Corporation - CO1 to 725 - 3898 - 6_18_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,Anthem - CO1 to SOW725 062620 (CI CID 11638),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:58,2020-06-26,64079,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64167/39668_SIGNED_AMERIGROUP Corporation - CO1 to 725 - 3898 - 6_18_2020.pdf,Change Order 1 to Statement of Work Number 725,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39668_SIGNED_AMERIGROUP Corporation - CO1 to 725 - 3898 - 6_18_2020.pdf
64166,s3://ml-legal-restricted/contract-docs/64166/39670_SIGNED_AMERIGROUP Corporation - CO2 to SOW554 - 3906 - 6_23_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,Anthem - CO1 to SOW554 062620 (CI CID 11636),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:56,2020-06-26,63656,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64166/39670_SIGNED_AMERIGROUP Corporation - CO2 to SOW554 - 3906 - 6_23_2020.pdf,Change Order 2 to Statement of Work Number 554,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39670_SIGNED_AMERIGROUP Corporation - CO2 to SOW554 - 3906 - 6_23_2020.pdf
64165,s3://ml-legal-restricted/contract-docs/64165/39672_SIGNED_AMERIGROUP Corporation - CO1 to SOW556 - 3907 - 6_23_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,Anthem - CO1 to SOW556 062620 (CI CID 11635),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:54,2020-06-26,63660,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64165/39672_SIGNED_AMERIGROUP Corporation - CO1 to SOW556 - 3907 - 6_23_2020.pdf,Change Order 1 to Statement of Work Number 556,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39672_SIGNED_AMERIGROUP Corporation - CO1 to SOW556 - 3907 - 6_23_2020.pdf
64163,s3://ml-legal-restricted/contract-docs/64163/39450_SIGNED_AMERIGROUP Corporation - CO13 to SOW350 - 3904 - 6_23_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE- ANTHEM]- Medicaid -WV-CO13 to SOW350 062320 (CI CID 11617),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:52,2020-06-23,63592,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64163/39450_SIGNED_AMERIGROUP Corporation - CO13 to SOW350 - 3904 - 6_23_2020.pdf,Change Order 13 to Statement of Work Number 350,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39450_SIGNED_AMERIGROUP Corporation - CO13 to SOW350 - 3904 - 6_23_2020.pdf
64162,s3://ml-legal-restricted/contract-docs/64162/39466_SIGNED_Anthem CE - MD COVID-19 Testing SMS Program - SOW753 (11613).pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,Anthem - MD COVID-19 Testing SMS SOW753 062320 (CI CID 11613),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:51,2020-06-23,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64162/39466_SIGNED_Anthem CE - MD COVID-19 Testing SMS Program - SOW753 (11613).pdf,STATEMENT OF WORK NUMBER 753 ANTHEM CE – MD COVID-19 TESTING SMS PROGRAM,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39466_SIGNED_Anthem CE - MD COVID-19 Testing SMS Program - SOW753 (11613).pdf
64161,s3://ml-legal-restricted/contract-docs/64161/39448_SIGNED_Anthem_Change Order - 3897_RHIDMA_MCD_add LOB.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE]- IngenioRx-CO5 to SOW246 062320 (CI CID 11598),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:50,2020-06-23,66707,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64161/39448_SIGNED_Anthem_Change Order - 3897_RHIDMA_MCD_add LOB.pdf,Change Order 5 to Statement of Work Number 246,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39448_SIGNED_Anthem_Change Order - 3897_RHIDMA_MCD_add LOB.pdf
64160,s3://ml-legal-restricted/contract-docs/64160/39340_SIGNED_AMERIGROUP Corporation - CO1 to SOW716 061920ja.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE]-Medicaid- CA- CO1 to SOW716 062220 (CI CID 11591),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:48,2020-06-22,64057,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64160/39340_SIGNED_AMERIGROUP Corporation - CO1 to SOW716 061920ja.pdf,Change Order 1 to Statement of Work Number 716,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39340_SIGNED_AMERIGROUP Corporation - CO1 to SOW716 061920ja.pdf
64159,s3://ml-legal-restricted/contract-docs/64159/39342_SIGNED_AMERIGROUP Corporation - CO3 to SOW315A 061920ja.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE-ANTHEM]-Medicaid-CA-CO3 to SOW315A 062220 (CI CID 11590),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:47,2020-06-22,66715,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64159/39342_SIGNED_AMERIGROUP Corporation - CO3 to SOW315A 061920ja.pdf,Change Order 3 to Statement of Work Number 315A,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39342_SIGNED_AMERIGROUP Corporation - CO3 to SOW315A 061920ja.pdf
64158,s3://ml-legal-restricted/contract-docs/64158/39396_ANTHE Change Order 5 SOW 112 - 3901 - 062220.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,ANTHEM CO 5 to SOW 112 062220 (CI CID 11601),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:46,2020-06-22,67188,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64158/39396_ANTHE Change Order 5 SOW 112 - 3901 - 062220.pdf,Change Order 5 to Statement of Work Number 112,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39396_ANTHE Change Order 5 SOW 112 - 3901 - 062220.pdf
64157,s3://ml-legal-restricted/contract-docs/64157/38553_SIGNED_AMERIGROUP Corporation - CO1 to 576 - 3870 - 5_29_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,Anthem - CO1 to 576 - Update Mapping Tables - 060220 (CI CID 11472),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:45,2020-06-20,63699,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64157/38553_SIGNED_AMERIGROUP Corporation - CO1 to 576 - 3870 - 5_29_2020.pdf,Change Order 1 to Statement of Work Number 576,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,38553_SIGNED_AMERIGROUP Corporation - CO1 to 576 - 3870 - 5_29_2020.pdf
64156,s3://ml-legal-restricted/contract-docs/64156/39291_SIGNED_AMERIGROUP Corporation - CO1 to SOW585 - 3888 - 6_11_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,Anthem - Major Script Update CO1 to SOW585 601920 (CI CID 11548),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:44,2020-06-19,63710,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64156/39291_SIGNED_AMERIGROUP Corporation - CO1 to SOW585 - 3888 - 6_11_2020.pdf,Change Order 1 to Statement of Work Number 585,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39291_SIGNED_AMERIGROUP Corporation - CO1 to SOW585 - 3888 - 6_11_2020.pdf
64155,s3://ml-legal-restricted/contract-docs/64155/39293_SIGNED_AMERIGROUP Corporation - CO1 to SOW598 - 3884 - 6_11_2020.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE-ANTHEM]-Medicaid-GA-CO1 to SOW598 061920 (CI CID 11546),Dynamics SVC,Dynamics SVC,2021-11-29 20:05:42,2020-06-19,63764,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64155/39293_SIGNED_AMERIGROUP Corporation - CO1 to SOW598 - 3884 - 6_11_2020.pdf,Change Order 1 to Statement of Work Number 598,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39293_SIGNED_AMERIGROUP Corporation - CO1 to SOW598 - 3884 - 6_11_2020.pdf
